country,date,confirmed,recovered,deaths,first_date,population,density,median_age,urban_population,confirmed_change,deaths_change,recovered_change,days_since_first_100_cases
Zimbabwe,4/4/20,9,0,1,,14862924,38,19,0.38,0,0,0,
Angola,4/6/20,16,2,2,,32866272,26,17,0.67,2,0,0,
Burkina Faso,4/8/20,414,134,23,3/24/20,20903273,76,18,0.31,30,4,7,15
Cuba,4/6/20,350,18,9,3/28/20,11326616,106,42,0.78,30,1,3,9
Guadeloupe,3/15/20,3,0,0,,400124,237,44,,2,0,0,
Guyana,3/16/20,4,0,1,,786552,4,27,0.27,0,0,0,
Jamaica,3/13/20,8,0,0,,2961167,273,31,0.55,6,0,0,
Libya,3/31/20,10,1,0,,6871292,4,29,0.78,2,0,1,
Malawi,4/6/20,5,0,0,,19129952,203,18,0.18,1,0,0,
Mali,4/2/20,36,0,3,4/12/20,20250833,17,16,0.44,5,0,0,-10
Mauritius,4/8/20,273,19,7,3/28/20,1271768,626,37,0.41,5,0,11,11
Panama,4/7/20,2100,14,55,3/19/20,4314767,58,30,0.68,112,1,1,19
Seychelles,3/16/20,3,0,0,,98347,214,34,0.56,1,0,0,
Seychelles,3/30/20,8,0,0,,98347,214,34,0.56,0,0,0,
Somalia,4/5/20,7,1,0,,15893222,25,17,0.47,0,0,0,
Syria,3/24/20,1,0,0,,17500658,95,26,0.6,0,0,0,
Timor-Leste,3/31/20,1,0,0,,1318445,89,21,0.33,0,0,0,
Trinidad and Tobago,4/3/20,98,1,6,4/4/20,1399488,273,36,0.52,4,1,0,-1
Trinidad and Tobago,4/5/20,104,1,7,4/4/20,1399488,273,36,0.52,1,1,0,1
Uruguay,3/18/20,50,0,0,3/21/20,3473730,20,36,0.96,21,0,0,-3
Uzbekistan,3/20/20,33,0,0,3/28/20,33469203,79,28,0.5,10,0,0,-8
Uzbekistan,4/3/20,227,25,2,3/28/20,33469203,79,28,0.5,22,0,0,6
Bangladesh,3/17/20,10,3,0,4/6/20,164689383,1265,28,0.39,2,0,1,-20
Djibouti,4/14/20,363,53,2,4/8/20,988000,43,27,0.79,65,0,12,6
Ghana,4/10/20,378,34,6,3/26/20,31072940,137,22,0.57,0,0,0,15
Grenada,3/22/20,1,0,0,,112523,331,32,0.35,1,0,0,
Guam,3/16/20,3,0,0,,168775,313,31,0.95,3,0,0,
Holy See,3/25/20,4,0,0,,801,2003,,,0,0,0,
Honduras,3/21/20,24,0,0,3/29/20,9904607,89,24,0.57,0,0,0,-8
Honduras,4/8/20,312,6,22,3/29/20,9904607,89,24,0.57,7,0,0,10
Kazakhstan,3/15/20,9,0,0,3/26/20,18776707,7,31,0.58,3,0,0,-11
Malta,3/29/20,151,2,0,3/23/20,441543,1380,43,0.93,2,0,0,6
Malta,4/14/20,393,44,3,3/23/20,441543,1380,43,0.93,9,0,0,22
Mauritania,3/15/20,1,0,0,,4649658,5,20,0.57,0,0,0,
Montenegro,4/4/20,201,1,2,3/31/20,628066,47,39,0.68,27,0,0,4
Mozambique,4/6/20,10,1,0,,31255435,40,18,0.38,0,0,0,
Namibia,3/18/20,2,0,0,,2540905,3,22,0.55,0,0,0,
Namibia,3/28/20,8,2,0,,2540905,3,22,0.55,0,0,0,
Nicaragua,3/25/20,2,0,0,,6624554,55,26,0.57,0,0,0,
Papua New Guinea,4/7/20,2,0,0,,8947024,20,22,0.13,0,0,0,
Paraguay,3/13/20,6,0,0,4/5/20,7132538,18,26,0.62,1,0,0,-23
Paraguay,4/1/20,69,1,3,4/5/20,7132538,18,26,0.62,4,0,0,-4
Saint Barthelemy,3/4/20,3,0,0,,9877,470,,0,3,0,0,
Saint Lucia,3/23/20,3,0,0,,183627,301,34,0.19,1,0,0,
Saint Martin,3/10/20,2,0,0,,38666,730,,0,2,0,0,
Sierra Leone,4/12/20,10,0,0,,7976983,111,19,0.43,2,0,0,
Sierra Leone,4/14/20,11,0,0,,7976983,111,19,0.43,1,0,0,
South Sudan,4/10/20,4,0,0,,11193725,18,19,0.25,1,0,0,
Sudan,3/26/20,3,0,1,,43849260,25,20,0.35,0,0,0,
Turkey,4/1/20,15679,333,277,3/19/20,84339067,110,32,0.76,2148,63,90,13
Turkey,4/3/20,20921,484,425,3/19/20,84339067,110,32,0.76,2786,69,69,15
Venezuela,3/14/20,2,0,0,3/26/20,28435940,32,30,,2,0,0,-12
Antigua and Barbuda,3/16/20,1,0,0,,97929,223,34,0.26,0,0,0,
Aruba,3/16/20,2,0,0,,106766,593,41,0.44,0,0,0,
Benin,3/29/20,6,0,0,,12123200,108,19,0.48,0,0,0,
Botswana,4/5/20,6,0,1,,2351627,4,24,0.73,2,0,0,
Cuba,3/20/20,16,0,1,3/28/20,11326616,106,42,0.78,5,0,0,-8
Cuba,4/1/20,212,12,6,3/28/20,11326616,106,42,0.78,26,0,4,4
Cuba,4/5/20,320,15,8,3/28/20,11326616,106,42,0.78,32,2,0,8
Cyprus,3/13/20,14,0,0,3/23/20,1207359,131,37,0.67,8,0,0,-10
Equatorial Guinea,4/6/20,16,3,0,,1402985,50,22,0.73,0,0,2,
Eritrea,3/28/20,6,0,0,,3546421,35,19,0.63,0,0,0,
Gambia,3/24/20,3,0,1,,2416668,239,18,0.59,1,0,0,
Guyana,3/12/20,1,0,1,,786552,4,27,0.27,1,1,0,
Kyrgyzstan,3/24/20,42,0,0,3/31/20,6524195,34,26,0.36,26,0,0,-7
Kyrgyzstan,3/26/20,44,0,0,3/31/20,6524195,34,26,0.36,0,0,0,-5
Madagascar,3/29/20,39,0,0,4/11/20,27691018,48,20,0.39,13,0,0,-13
Mali,4/7/20,56,12,5,4/12/20,20250833,17,16,0.44,9,0,3,-5
Moldova,3/9/20,1,0,0,3/23/20,4033963,123,38,0.43,0,0,0,-14
Panama,3/21/20,200,0,1,3/19/20,4314767,58,30,0.68,63,0,0,2
Panama,3/27/20,674,2,9,3/19/20,4314767,58,30,0.68,116,1,0,8
Panama,3/28/20,786,2,14,3/19/20,4314767,58,30,0.68,112,5,0,9
Seychelles,3/20/20,7,0,0,,98347,214,34,0.56,1,0,0,
Suriname,3/19/20,1,0,0,,586632,4,29,0.65,0,0,0,
Syria,3/22/20,1,0,0,,17500658,95,26,0.6,1,0,0,
Trinidad and Tobago,3/16/20,4,0,0,4/4/20,1399488,273,36,0.52,2,0,0,-19
Trinidad and Tobago,3/21/20,49,1,0,4/4/20,1399488,273,36,0.52,40,0,1,-14
Trinidad and Tobago,4/14/20,113,17,8,4/4/20,1399488,273,36,0.52,0,0,1,10
Uruguay,3/22/20,135,0,0,3/21/20,3473730,20,36,0.96,25,0,0,1
Uzbekistan,3/22/20,43,0,0,3/28/20,33469203,79,28,0.5,0,0,0,-6
Uzbekistan,4/4/20,266,25,2,3/28/20,33469203,79,28,0.5,39,0,0,7
Barbados,4/6/20,60,6,2,,287375,668,40,0.31,4,1,0,
Barbados,4/7/20,63,6,3,,287375,668,40,0.31,3,1,0,
Bolivia,3/18/20,12,0,0,3/31/20,11673021,11,26,0.69,1,0,0,-13
Bulgaria,3/22/20,187,3,3,3/20/20,6948445,64,45,0.76,24,0,0,2
Bulgaria,4/7/20,577,42,23,3/20/20,6948445,64,45,0.76,28,1,3,18
Djibouti,4/9/20,135,25,0,4/8/20,988000,43,27,0.79,0,0,0,1
Eswatini,4/5/20,9,0,0,,1160164,67,21,0.3,0,0,0,
Ethiopia,4/11/20,69,10,3,,114963588,115,19,0.21,4,0,6,
Ghana,4/6/20,214,31,5,3/26/20,31072940,137,22,0.57,0,0,0,11
Ghana,4/11/20,408,34,8,3/26/20,31072940,137,22,0.57,30,2,0,16
Guinea,4/1/20,30,0,0,4/4/20,13132795,53,18,0.39,8,0,0,-3
Honduras,3/13/20,2,0,0,3/29/20,9904607,89,24,0.57,0,0,0,-16
Kenya,4/7/20,172,7,6,4/2/20,53771296,94,20,0.28,14,0,3,5
Maldives,3/9/20,4,0,0,,540544,1802,30,0.35,0,0,0,
Malta,3/20/20,64,2,0,3/23/20,441543,1380,43,0.93,11,0,0,-3
Malta,3/23/20,107,2,0,3/23/20,441543,1380,43,0.93,17,0,0,0
Malta,3/25/20,129,2,0,3/23/20,441543,1380,43,0.93,19,0,0,2
Mongolia,3/10/20,1,0,0,,3278290,2,28,0.67,1,0,0,
Mongolia,3/23/20,10,0,0,,3278290,2,28,0.67,0,0,0,
Namibia,3/17/20,2,0,0,,2540905,3,22,0.55,0,0,0,
Niger,3/27/20,10,0,1,4/3/20,24206644,19,15,0.17,0,0,0,-7
Papua New Guinea,4/4/20,1,0,0,,8947024,20,22,0.13,0,0,0,
Papua New Guinea,4/14/20,2,0,0,,8947024,20,22,0.13,0,0,0,
Paraguay,4/4/20,96,12,3,4/5/20,7132538,18,26,0.62,4,0,6,-1
Paraguay,4/13/20,147,22,6,4/5/20,7132538,18,26,0.62,13,0,0,8
Saint Lucia,4/6/20,14,1,0,,183627,301,34,0.19,0,0,0,
South Sudan,4/12/20,4,0,0,,11193725,18,19,0.25,0,0,0,
Tanzania,4/2/20,20,2,1,,59734218,67,18,0.37,0,0,1,
Albania,3/18/20,59,0,2,3/23/20,2877797,105,36,0.63,4,1,0,-5
Albania,3/28/20,197,31,10,3/23/20,2877797,105,36,0.63,11,2,0,5
Benin,4/5/20,22,5,0,,12123200,108,19,0.48,6,0,3,
Burkina Faso,3/31/20,261,32,14,3/24/20,20903273,76,18,0.31,15,2,1,7
Cabo Verde,3/28/20,5,0,1,,555987,138,28,0.68,0,0,0,
Chad,4/14/20,23,2,0,,16425864,13,17,0.23,0,0,0,
Cyprus,3/22/20,95,3,1,3/23/20,1207359,131,37,0.67,11,1,3,-1
El Salvador,4/9/20,103,14,6,4/9/20,6486205,313,28,0.73,10,1,5,0
Eritrea,4/1/20,15,0,0,,3546421,35,19,0.63,0,0,0,
Fiji,3/24/20,4,0,0,,896445,49,28,0.59,1,0,0,
Guatemala,3/30/20,36,10,1,4/10/20,17915568,167,23,0.52,2,0,0,-11
Guatemala,4/1/20,39,12,1,4/10/20,17915568,167,23,0.52,1,0,0,-9
Guyana,4/6/20,31,8,4,,786552,4,27,0.27,7,0,8,
Kosovo,4/3/20,126,10,1,3/31/20,1831000,,,,1,0,0,3
Kosovo,4/5/20,145,23,1,3/31/20,1831000,,,,10,0,7,5
Madagascar,4/2/20,59,0,0,4/11/20,27691018,48,20,0.39,2,0,0,-9
Madagascar,4/13/20,106,21,0,4/11/20,27691018,48,20,0.39,0,0,1,2
Malawi,4/7/20,8,0,1,,19129952,203,18,0.18,3,1,0,
Panama,4/1/20,1181,9,30,3/19/20,4314767,58,30,0.68,0,0,0,13
Seychelles,3/26/20,7,0,0,,98347,214,34,0.56,0,0,0,
Somalia,3/27/20,3,0,0,,15893222,25,17,0.47,1,0,0,
Syria,3/27/20,5,0,0,,17500658,95,26,0.6,0,0,0,
Trinidad and Tobago,3/26/20,65,1,1,4/4/20,1399488,273,36,0.52,5,0,0,-9
Uruguay,4/14/20,494,248,8,3/21/20,3473730,20,36,0.96,0,0,17,24
Bolivia,4/2/20,123,1,8,3/31/20,11673021,11,26,0.69,8,1,0,2
Brunei,3/11/20,11,0,0,3/24/20,437479,83,32,0.8,10,0,0,-13
Brunei,4/8/20,135,91,1,3/24/20,437479,83,32,0.8,0,0,6,15
Bulgaria,3/11/20,7,0,1,3/20/20,6948445,64,45,0.76,3,1,0,-9
Bulgaria,3/26/20,264,8,3,3/20/20,6948445,64,45,0.76,22,0,4,6
Eswatini,4/4/20,9,0,0,,1160164,67,21,0.3,0,0,0,
Eswatini,4/14/20,15,8,0,,1160164,67,21,0.3,0,0,1,
Gabon,3/17/20,1,0,0,,2225734,9,23,0.87,0,0,0,
Gabon,4/2/20,21,0,1,,2225734,9,23,0.87,3,0,0,
Gabon,4/10/20,44,1,1,,2225734,9,23,0.87,0,0,0,
Ghana,3/18/20,7,0,0,3/26/20,31072940,137,22,0.57,0,0,0,-8
Grenada,3/24/20,1,0,0,,112523,331,32,0.35,0,0,0,
Grenada,4/11/20,14,0,0,,112523,331,32,0.35,0,0,0,
Guinea,4/4/20,111,5,0,4/4/20,13132795,53,18,0.39,38,0,3,0
Haiti,3/27/20,8,0,0,,11402528,414,24,0.57,0,0,0,
Haiti,4/7/20,25,1,1,,11402528,414,24,0.57,1,0,0,
Holy See,3/23/20,1,0,0,,801,2003,,,0,0,0,
Holy See,3/26/20,4,0,0,,801,2003,,,0,0,0,
Honduras,3/19/20,12,0,0,3/29/20,9904607,89,24,0.57,3,0,0,-10
Kazakhstan,4/3/20,464,29,6,3/26/20,18776707,7,31,0.58,29,3,2,8
Kenya,3/17/20,3,0,0,4/2/20,53771296,94,20,0.28,0,0,0,-16
Kenya,4/12/20,197,25,8,4/2/20,53771296,94,20,0.28,6,1,1,10
Maldives,4/11/20,19,13,0,,540544,1802,30,0.35,0,0,0,
Maldives,4/12/20,20,14,0,,540544,1802,30,0.35,1,0,1,
Malta,3/18/20,38,2,0,3/23/20,441543,1380,43,0.93,0,0,0,-5
Mauritania,3/25/20,2,0,0,,4649658,5,20,0.57,0,0,0,
Mayotte,3/19/20,3,0,0,,272815,728,20,0.46,0,0,0,
Mongolia,4/2/20,14,2,0,,3278290,2,28,0.67,0,0,0,
Montenegro,3/17/20,2,0,0,3/31/20,628066,47,39,0.68,2,0,0,-14
Montenegro,4/8/20,248,4,2,3/31/20,628066,47,39,0.68,7,0,0,8
Montenegro,4/12/20,272,5,3,3/31/20,628066,47,39,0.68,9,1,0,12
Mozambique,4/14/20,28,2,0,,31255435,40,18,0.38,7,0,0,
Venezuela,3/20/20,42,0,0,3/26/20,28435940,32,30,,0,0,0,-6
Venezuela,3/22/20,70,15,0,3/26/20,28435940,32,30,,0,0,15,-4
Albania,3/30/20,223,44,11,3/23/20,2877797,105,36,0.63,11,1,11,7
Bahamas,3/25/20,5,1,0,,393244,39,32,0.86,0,0,0,
Burundi,4/14/20,5,0,1,,11890784,463,17,0.14,0,0,0,
Cuba,3/12/20,3,0,0,3/28/20,11326616,106,42,0.78,3,0,0,-16
Cuba,4/7/20,396,27,11,3/28/20,11326616,106,42,0.78,46,2,9,10
El Salvador,3/26/20,13,0,0,4/9/20,6486205,313,28,0.73,4,0,0,-14
Equatorial Guinea,4/12/20,21,3,0,,1402985,50,22,0.73,3,0,0,
Guinea-Bissau,4/5/20,18,0,0,,1968001,70,19,0.45,0,0,0,
Guyana,3/28/20,20,0,1,,786552,4,27,0.27,0,0,0,
Kyrgyzstan,4/3/20,130,6,1,3/31/20,6524195,34,26,0.36,14,1,1,3
Liberia,3/29/20,3,0,0,,5057681,53,19,0.53,0,0,0,
Liberia,4/6/20,14,3,3,,5057681,53,19,0.53,1,0,0,
Malawi,4/9/20,8,0,1,,19129952,203,18,0.18,0,0,0,
Mali,4/14/20,144,34,13,4/12/20,20250833,17,16,0.44,21,3,8,2
Martinique,3/7/20,2,0,0,,375265,354,47,0.92,2,0,0,
Mauritius,3/22/20,28,0,2,3/28/20,1271768,626,37,0.41,14,1,0,-6
Moldova,3/24/20,125,2,1,3/23/20,4033963,123,38,0.43,16,0,0,1
Moldova,4/14/20,1934,134,40,3/23/20,4033963,123,38,0.43,222,5,27,22
Panama,3/20/20,137,0,1,3/19/20,4314767,58,30,0.68,28,0,0,1
Rwanda,3/17/20,7,0,0,4/4/20,12952218,525,20,0.18,2,0,0,-18
Seychelles,3/15/20,2,0,0,,98347,214,34,0.56,0,0,0,
Uruguay,3/17/20,29,0,0,3/21/20,3473730,20,36,0.96,21,0,0,-4
Uruguay,3/21/20,110,0,0,3/21/20,3473730,20,36,0.96,16,0,0,0
Zambia,4/6/20,39,5,1,,18383955,25,18,0.45,0,0,2,
Barbados,4/14/20,72,13,4,,287375,668,40,0.31,0,0,0,
Brunei,3/31/20,129,45,1,3/24/20,437479,83,32,0.8,2,0,7,7
Djibouti,3/31/20,30,0,0,4/8/20,988000,43,27,0.79,12,0,0,-8
Eswatini,4/12/20,14,7,0,,1160164,67,21,0.3,2,0,0,
Gabon,4/1/20,18,0,1,,2225734,9,23,0.87,2,0,0,
Haiti,4/4/20,20,1,0,,11402528,414,24,0.57,2,0,0,
Holy See,4/13/20,8,2,0,,801,2003,,,0,0,0,
Kenya,3/16/20,3,0,0,4/2/20,53771296,94,20,0.28,0,0,0,-17
Maldives,3/22/20,13,3,0,,540544,1802,30,0.35,0,0,3,
Malta,4/4/20,213,2,0,3/23/20,441543,1380,43,0.93,11,0,0,12
Mongolia,3/16/20,1,0,0,,3278290,2,28,0.67,0,0,0,
Mongolia,3/24/20,10,0,0,,3278290,2,28,0.67,0,0,0,
Mongolia,3/25/20,10,0,0,,3278290,2,28,0.67,0,0,0,
Montenegro,3/23/20,27,0,1,3/31/20,628066,47,39,0.68,6,1,0,-8
Mozambique,3/24/20,3,0,0,,31255435,40,18,0.38,2,0,0,
Namibia,4/3/20,14,3,0,,2540905,3,22,0.55,0,0,0,
Nicaragua,3/31/20,5,0,1,,6624554,55,26,0.57,1,0,0,
Niger,4/11/20,491,41,11,4/3/20,24206644,19,15,0.17,53,0,0,8
Papua New Guinea,4/8/20,2,0,0,,8947024,20,22,0.13,0,0,0,
Papua New Guinea,4/9/20,2,0,0,,8947024,20,22,0.13,0,0,0,
Saint Lucia,4/7/20,14,1,0,,183627,301,34,0.19,0,0,0,
Sudan,3/13/20,1,0,1,,43849260,25,20,0.35,1,1,0,
Sudan,4/7/20,14,2,2,,43849260,25,20,0.35,2,0,0,
Turkey,3/30/20,10827,162,168,3/19/20,84339067,110,32,0.76,1610,37,57,11
Zimbabwe,4/1/20,8,0,1,,14862924,38,19,0.38,0,0,0,
Zimbabwe,4/5/20,9,0,1,,14862924,38,19,0.38,0,0,0,
Botswana,4/8/20,6,0,1,,2351627,4,24,0.73,0,0,0,
Burkina Faso,3/13/20,2,0,0,3/24/20,20903273,76,18,0.31,0,0,0,-11
Burkina Faso,3/26/20,152,10,7,3/24/20,20903273,76,18,0.31,6,3,0,2
Burkina Faso,4/2/20,288,50,16,3/24/20,20903273,76,18,0.31,6,0,4,9
Cabo Verde,4/13/20,10,1,1,,555987,138,28,0.68,2,0,0,
Chad,3/28/20,3,0,0,,16425864,13,17,0.23,0,0,0,
Cuba,3/16/20,4,0,0,3/28/20,11326616,106,42,0.78,0,0,0,-12
El Salvador,3/29/20,24,0,0,4/9/20,6486205,313,28,0.73,5,0,0,-11
Equatorial Guinea,4/9/20,18,3,0,,1402985,50,22,0.73,0,0,0,
Eritrea,3/29/20,12,0,0,,3546421,35,19,0.63,6,0,0,
Fiji,4/13/20,16,0,0,,896445,49,28,0.59,0,0,0,
Guatemala,3/23/20,20,0,1,4/10/20,17915568,167,23,0.52,1,0,0,-18
Madagascar,3/27/20,26,0,0,4/11/20,27691018,48,20,0.39,3,0,0,-15
Moldova,4/13/20,1712,107,35,3/23/20,4033963,123,38,0.43,50,4,13,21
Suriname,4/4/20,10,0,1,,586632,4,29,0.65,0,0,0,
Syria,4/1/20,10,0,2,,17500658,95,26,0.6,0,0,0,
Trinidad and Tobago,3/22/20,50,1,0,4/4/20,1399488,273,36,0.52,1,0,0,-13
Zambia,3/22/20,3,0,0,,18383955,25,18,0.45,1,0,0,
Zambia,4/7/20,39,7,1,,18383955,25,18,0.45,0,0,2,
Bangladesh,3/10/20,3,0,0,4/6/20,164689383,1265,28,0.39,0,0,0,-27
Bangladesh,3/26/20,44,11,5,4/6/20,164689383,1265,28,0.39,5,0,4,-11
Bulgaria,3/16/20,52,0,2,3/20/20,6948445,64,45,0.76,1,0,0,-4
Bulgaria,3/28/20,331,11,7,3/20/20,6948445,64,45,0.76,38,4,2,8
Bulgaria,4/8/20,593,42,24,3/20/20,6948445,64,45,0.76,16,1,0,19
Bulgaria,4/14/20,713,81,35,3/20/20,6948445,64,45,0.76,28,3,10,25
Ethiopia,3/13/20,1,0,0,,114963588,115,19,0.21,1,0,0,
Haiti,4/1/20,16,1,0,,11402528,414,24,0.57,1,0,0,
Haiti,4/11/20,33,1,2,,11402528,414,24,0.57,2,0,0,
Kazakhstan,4/14/20,1232,203,14,3/26/20,18776707,7,31,0.58,141,2,65,19
Kenya,3/21/20,7,0,0,4/2/20,53771296,94,20,0.28,0,0,0,-12
Kenya,3/29/20,42,1,1,4/2/20,53771296,94,20,0.28,4,0,0,-4
Kenya,4/1/20,81,3,1,4/2/20,53771296,94,20,0.28,22,0,2,-1
Laos,4/12/20,19,0,0,,7275560,32,24,0.36,1,0,0,
Maldives,4/1/20,19,13,0,,540544,1802,30,0.35,1,0,0,
Maldives,4/4/20,19,13,0,,540544,1802,30,0.35,0,0,0,
Malta,3/30/20,156,2,0,3/23/20,441543,1380,43,0.93,5,0,0,7
Mauritania,4/12/20,7,2,1,,4649658,5,20,0.57,0,0,0,
Mongolia,3/27/20,11,0,0,,3278290,2,28,0.67,0,0,0,
Mongolia,3/31/20,12,2,0,,3278290,2,28,0.67,0,0,0,
Montenegro,3/24/20,47,0,1,3/31/20,628066,47,39,0.68,20,0,0,-7
Saint Lucia,3/17/20,2,0,0,,183627,301,34,0.19,0,0,0,
Saint Lucia,4/5/20,14,1,0,,183627,301,34,0.19,0,0,0,
South Sudan,4/6/20,1,0,0,,11193725,18,19,0.25,0,0,0,
Sudan,3/29/20,6,0,1,,43849260,25,20,0.35,1,0,0,
Turkey,4/7/20,34109,1582,725,3/19/20,84339067,110,32,0.76,3892,76,256,19
Zimbabwe,3/20/20,1,0,0,,14862924,38,19,0.38,1,0,0,
Zimbabwe,4/14/20,17,0,3,,14862924,38,19,0.38,0,0,0,
Albania,3/19/20,64,0,2,3/23/20,2877797,105,36,0.63,5,0,0,-4
Albania,4/1/20,259,67,15,3/23/20,2877797,105,36,0.63,16,0,15,9
Bahamas,4/7/20,33,5,6,,393244,39,32,0.86,4,1,1,
Burkina Faso,4/14/20,528,177,30,3/24/20,20903273,76,18,0.31,31,3,16,21
Chad,3/30/20,5,0,0,,16425864,13,17,0.23,2,0,0,
Cuba,3/18/20,7,0,1,3/28/20,11326616,106,42,0.78,2,1,0,-10
Cyprus,3/14/20,26,0,0,3/23/20,1207359,131,37,0.67,12,0,0,-9
El Salvador,3/24/20,5,0,0,4/9/20,6486205,313,28,0.73,2,0,0,-16
El Salvador,3/28/20,19,0,0,4/9/20,6486205,313,28,0.73,6,0,0,-12
Equatorial Guinea,4/1/20,15,1,0,,1402985,50,22,0.73,3,0,0,
Equatorial Guinea,4/13/20,21,4,0,,1402985,50,22,0.73,0,0,1,
Eritrea,3/22/20,1,0,0,,3546421,35,19,0.63,0,0,0,
Guinea-Bissau,4/2/20,9,0,0,,1968001,70,19,0.45,0,0,0,
Guyana,4/10/20,37,8,6,,786552,4,27,0.27,0,0,0,
Jamaica,3/17/20,12,2,0,,2961167,273,31,0.55,2,0,0,
Jamaica,3/26/20,26,2,1,,2961167,273,31,0.55,0,0,0,
Kosovo,3/30/20,94,1,1,3/31/20,1831000,,,,0,0,0,-1
Kyrgyzstan,3/30/20,94,3,0,3/31/20,6524195,34,26,0.36,10,0,3,-1
Liberia,4/9/20,31,3,4,,5057681,53,19,0.53,0,0,0,
Libya,4/1/20,10,1,0,,6871292,4,29,0.78,0,0,0,
Mali,4/1/20,31,0,3,4/12/20,20250833,17,16,0.44,3,1,0,-11
Moldova,4/2/20,505,23,6,3/23/20,4033963,123,38,0.43,82,1,0,10
Rwanda,4/11/20,120,18,0,4/4/20,12952218,525,20,0.18,2,0,11,7
Seychelles,3/28/20,8,0,0,,98347,214,34,0.56,1,0,0,
Syria,3/31/20,10,0,2,,17500658,95,26,0.6,0,0,0,
Timor-Leste,3/30/20,1,0,0,,1318445,89,21,0.33,0,0,0,
Barbados,3/24/20,18,0,0,,287375,668,40,0.31,1,0,0,
Belize,3/26/20,2,0,0,,397628,17,25,0.46,0,0,0,
Brunei,3/14/20,40,0,0,3/24/20,437479,83,32,0.8,3,0,0,-10
Brunei,4/5/20,135,73,1,3/24/20,437479,83,32,0.8,0,0,7,12
Djibouti,3/19/20,1,0,0,4/8/20,988000,43,27,0.79,0,0,0,-20
Djibouti,3/25/20,11,0,0,4/8/20,988000,43,27,0.79,8,0,0,-14
Dominica,4/9/20,15,1,0,,71986,96,,0.74,0,0,0,
Eswatini,3/23/20,4,0,0,,1160164,67,21,0.3,0,0,0,
Ethiopia,3/14/20,1,0,0,,114963588,115,19,0.21,0,0,0,
Ethiopia,4/1/20,29,4,0,,114963588,115,19,0.21,3,0,0,
Gabon,4/8/20,34,1,1,,2225734,9,23,0.87,4,0,0,
Grenada,4/7/20,12,0,0,,112523,331,32,0.35,0,0,0,
Guinea,4/8/20,164,5,0,4/4/20,13132795,53,18,0.39,20,0,0,4
Haiti,3/25/20,8,0,0,,11402528,414,24,0.57,1,0,0,
Holy See,3/10/20,1,0,0,,801,2003,,,1,0,0,
Holy See,3/12/20,1,0,0,,801,2003,,,0,0,0,
Honduras,3/22/20,26,0,0,3/29/20,9904607,89,24,0.57,2,0,0,-7
Kazakhstan,3/27/20,150,3,3,3/26/20,18776707,7,31,0.58,39,0,1,1
Namibia,3/15/20,2,0,0,,2540905,3,22,0.55,0,0,0,
Namibia,3/19/20,3,0,0,,2540905,3,22,0.55,1,0,0,
Niger,3/23/20,3,0,0,4/3/20,24206644,19,15,0.17,1,0,0,-11
Niger,4/6/20,253,26,10,4/3/20,24206644,19,15,0.17,69,0,13,3
Sudan,3/27/20,3,0,1,,43849260,25,20,0.35,0,0,0,
Tanzania,3/25/20,12,0,0,,59734218,67,18,0.37,0,0,0,
Venezuela,3/27/20,107,31,1,3/26/20,28435940,32,30,,0,1,16,1
Zimbabwe,4/10/20,13,0,3,,14862924,38,19,0.38,2,0,0,
Albania,3/20/20,70,0,2,3/23/20,2877797,105,36,0.63,6,0,0,-3
Albania,4/7/20,383,131,22,3/23/20,2877797,105,36,0.63,6,1,15,15
Antigua and Barbuda,3/20/20,1,0,0,,97929,223,34,0.26,0,0,0,
Antigua and Barbuda,4/10/20,19,0,2,,97929,223,34,0.26,0,0,0,
Burkina Faso,3/21/20,64,5,2,3/24/20,20903273,76,18,0.31,24,1,5,-3
Burkina Faso,4/7/20,384,127,19,3/24/20,20903273,76,18,0.31,20,1,19,14
Cabo Verde,4/14/20,11,1,1,,555987,138,28,0.68,1,0,0,
El Salvador,3/19/20,1,0,0,4/9/20,6486205,313,28,0.73,1,0,0,-21
El Salvador,4/11/20,118,19,6,4/9/20,6486205,313,28,0.73,1,0,4,2
Eritrea,3/24/20,1,0,0,,3546421,35,19,0.63,0,0,0,
Fiji,3/25/20,5,0,0,,896445,49,28,0.59,1,0,0,
Gambia,3/26/20,3,0,1,,2416668,239,18,0.59,0,0,0,
Gambia,3/31/20,4,0,1,,2416668,239,18,0.59,0,0,0,
Guatemala,3/26/20,25,4,1,4/10/20,17915568,167,23,0.52,1,0,0,-15
Guinea-Bissau,3/29/20,2,0,0,,1968001,70,19,0.45,0,0,0,
Guyana,3/31/20,20,0,2,,786552,4,27,0.27,0,1,0,
Kosovo,3/18/20,2,0,0,3/31/20,1831000,,,,0,0,0,-13
Kosovo,3/28/20,91,1,1,3/31/20,1831000,,,,5,0,0,-3
Kyrgyzstan,4/13/20,419,67,5,3/31/20,6524195,34,26,0.36,42,0,13,13
Liberia,4/3/20,7,0,0,,5057681,53,19,0.53,1,0,0,
Libya,3/26/20,1,0,0,,6871292,4,29,0.78,0,0,0,
Madagascar,3/24/20,17,0,0,4/11/20,27691018,48,20,0.39,5,0,0,-18
Mauritius,3/31/20,143,0,5,3/28/20,1271768,626,37,0.41,15,2,0,3
Mauritius,4/7/20,268,8,7,3/28/20,1271768,626,37,0.41,24,0,1,10
Palestine,3/6/20,16,0,0,,5101414,847,21,0.8,12,0,0,
